"N_PLANO","COD_CURSO","COD_ESCOLA","N_DISCIPLINA","DISCIPLINA","ANO","SEMESTRE"
79,1121,3043,3105,"Matemática Financeira",3,1
79,1121,3043,3201,"Análise de Investimentos",3,2
79,1121,3043,3202,"Auditoria I",3,2
79,1121,3043,3203,"Contabilidade de Gestão II",3,2
79,1121,3043,3204,"Fiscalidade das Empresas",3,2
79,1121,3043,3205,"Gestão Financeira II",3,2
79,1121,3043,3206,"Relato Financeiro",3,2
93,1463,3043,1101,"Álgebra Linear e Geometria Analítica",1,1
93,1463,3043,1103,"Desenho de Construção Mecânica I",1,1
93,1463,3043,1104,"Física I",1,1
93,1463,3043,1105,"Introdução aos Sistemas Informáticos",1,1
93,1463,3043,1201,"Análise Matemática II",1,2
93,1463,3043,1203,"Física II",1,2
93,1463,3043,1204,"Mecânica Aplicada I",1,2
93,1463,3043,1205,"Metalurgia Mecânica",1,2
93,1463,3043,1206,"Termodinâmica I",1,2
93,1463,3043,2101,"Análise Matemática III",2,1
93,1463,3043,2102,"Eletrotecnia I",2,1
93,1463,3043,2103,"Mecânica Aplicada II",2,1
93,1463,3043,2104,"Mecânica dos Materiais I",2,1
93,1463,3043,2106,"Termodinâmica II",2,1
93,1463,3043,2201,"Algoritmia e Programação",2,2
93,1463,3043,2202,"Análise Numérica",2,2
93,1463,3043,2204,"Materiais de Construção Mecânica II",2,2
93,1463,3043,2205,"Mecânica dos Fluídos I",2,2
93,1463,3043,3101,"Análise Matemática IV",3,1
93,1463,3043,3103,"Orgãos de Máquinas I",3,1
93,1463,3043,3104,"Pneumática e Automatismos",3,1
93,1463,3043,3105,"Tecnologia Mecânica I",3,1
93,1463,3043,3201,"Climatização e Refrigeração",3,2
93,1463,3043,3203,"Máquinas Térmicas",3,2
93,1463,3043,3204,"Orgãos de Máquinas II",3,2
93,1463,3043,3206,"Transmissões Hidrostáticas",3,2
35,1463,3043,1101,"Cálculo Automático de Sistemas Mecânicos",1,1
35,1463,3043,1102,"Elasticidade e Plasticidade",1,1
35,1463,3043,1103,"Mecânica dos Fluídos II",1,1
35,1463,3043,1104,"Mecânica Estrutural I",1,1
35,1463,3043,1106,"Tecnologia Mecânica III",1,1
35,1463,3043,1201,"Eletrónica e Instrumentação",1,2
35,1463,3043,1203,"Motores Térmicos",1,2
35,1463,3043,1204,"Placas e Cascas",1,2
35,1463,3043,1205,"Processos de Ligação de Metais",1,2
35,1463,3043,1206,"Transporte de Fluídos em Tubagem",1,2
35,1463,3043,2102,"Corrosão e Revestimentos",2,1
35,1463,3043,2103,"Gestão e Controlo da Qualidade",2,1
35,1463,3043,2104,"Optimização",2,1
35,1463,3043,2105,"Organização e Gestão",2,1
35,1463,3043,2202,"Automação Industrial",2,2
35,1463,3043,2203,"Gestão da Manutenção",2,2
35,1463,3043,2204,"Redes de Gás",2,2
92,1463,3043,1101,"Análise Matemática I",1,1
92,1463,3043,1102,"Desenho Técnico",1,1
92,1463,3043,1103,"Introdução à Informática",1,1
92,1463,3043,1104,"Mecânica Aplicada I",1,1
92,1463,3043,1105,"Metalurgia Mecânica",1,1
92,1463,3043,1106,"Sociologia",1,1
92,1463,3043,1202,"Análise Matemática II",1,2
92,1463,3043,1203,"Desenho de Construção Mecânica",1,2
92,1463,3043,1204,"Materiais de Construção Mecânica",1,2
92,1463,3043,1205,"Mecânica Aplicada II",1,2
92,1463,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
92,1463,3043,2102,"Análise Numérica",2,1
92,1463,3043,2106,"Tecnologia Mecânica I",2,1
92,1463,3043,2201,"Física II",2,2
92,1463,3043,2202,"Materiais de Construção Mecânica II",2,2
92,1463,3043,2203,"Mecânica dos Fluídos I",2,2
92,1463,3043,2204,"Mecânica dos Materiais II",2,2
92,1463,3043,2205,"Tecnologia Mecânica II",2,2
92,1463,3043,2206,"Termodinâmica I",2,2
92,1463,3043,3001,"Projeto (Facultativo)",3,0
92,1463,3043,3102,"Eletrotecnia I",3,1
92,1463,3043,3104,"Orgãos de Máquinas I",3,1
92,1463,3043,3105,"Pneumática e Automatismos",3,1
92,1463,3043,3106,"Transferências de Calor",3,1
92,1463,3043,3202,"Eletrotecnia II",3,2
92,1463,3043,3203,"Investigação Operacional",3,2
92,1463,3043,3204,"Máquinas Térmicas",3,2
92,1463,3043,3206,"Transmissões Hidrostáticas",3,2
94,1463,3043,1101,"Análise Matemática I",1,1
94,1463,3043,1102,"Desenho Técnico",1,1
94,1463,3043,1103,"Introdução à Informática",1,1
94,1463,3043,1104,"Mecânica Aplicada I",1,1
94,1463,3043,1105,"Metalurgia Mecânica",1,1
94,1463,3043,1201,"Álgebra Linear",1,2
94,1463,3043,1202,"Análise Matemática II",1,2
94,1463,3043,1203,"Desenho de Construção Mecânica",1,2
94,1463,3043,1205,"Mecânica Aplicada II",1,2
94,1463,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
94,1463,3043,2101,"Análise Matemática III",2,1
94,1463,3043,2102,"Economia",2,1
94,1463,3043,2103,"Eletrotecnia I",2,1
94,1463,3043,2105,"Resistência de Materiais I",2,1
94,1463,3043,2106,"Tecnologia Mecânica I",2,1
94,1463,3043,2201,"Eletrotecnia II",2,2
94,1463,3043,2202,"Investigação Operacional",2,2
94,1463,3043,2203,"Mecânica de Fluídos",2,2
94,1463,3043,2204,"Resistência de Materiais II",2,2
94,1463,3043,3001,"Projeto (Facultativo)",3,0
94,1463,3043,3101,"Análise Matemática IV",3,1
94,1463,3043,3103,"Orgãos de Máquinas I",3,1
94,1463,3043,3104,"Pneumática e Automatismos",3,1
94,1463,3043,3105,"Termodinâmica II",3,1
94,1463,3043,3106,"Transferências de Calor",3,1
94,1463,3043,3201,"Climatização e Refrigeração",3,2
94,1463,3043,3202,"Eletrotecnia II",3,2
94,1463,3043,3204,"Materiais de Construção Mecânica II",3,2
94,1463,3043,3205,"Orgãos de Máquinas II",3,2
87,1398,3043,1101,"Álgebra Linear e Geometria Analítica",1,1
87,1398,3043,1102,"Algoritmos e Estruturas de Dados",1,1
87,1398,3043,1103,"Análise Matemática I",1,1
87,1398,3043,1105,"Teoria dos Circuitos I",1,1
87,1398,3043,1201,"Análise Matemática II",1,2
87,1398,3043,1203,"Linguagens de Programação",1,2
87,1398,3043,1206,"Teoria dos Circuitos II",1,2
87,1398,3043,2101,"Análise Matemática III",2,1
87,1398,3043,2103,"Eletrónica I",2,1
87,1398,3043,2104,"Estatística",2,1
87,1398,3043,2106,"Sistemas Elétricos de Energia I",2,1
87,1398,3043,2201,"Análise Matemática IV",2,2
87,1398,3043,2202,"Eletrónica II",2,2
87,1398,3043,2203,"Instalações Elétricas I",2,2
87,1398,3043,2204,"Ondas",2,2
87,1398,3043,2205,"Sistemas Elétricos de Energia II",2,2
87,1398,3043,2206,"Teoria do Sinal",2,2
87,1398,3043,3101,"Eletrónica III",3,1
87,1398,3043,3103,"Instrumentação e Medidas",3,1
87,1398,3043,3105,"Telecomunicações",3,1
87,1398,3043,3201,"Análise Numérica",3,2
87,1398,3043,3202,"Automação Industrial",3,2
87,1398,3043,3204,"Máquinas Elétricas II",3,2
87,1398,3043,3205,"Redes de Computadores",3,2
87,1398,3043,3206,"Sistemas de Telecomunicações",3,2
85,1398,3043,1102,"Desenho Técnico",1,1
85,1398,3043,1104,"Introdução à Informática",1,1
85,1398,3043,1105,"Sociologia",1,1
85,1398,3043,1106,"Tecnologia da Eletricidade",1,1
85,1398,3043,1201,"Álgebra Linear",1,2
85,1398,3043,1202,"Análise Matemática II",1,2
85,1398,3043,1203,"Circuitos e Sinais",1,2
85,1398,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
85,1398,3043,2102,"Eletromagnetismo",2,1
85,1398,3043,2103,"Estatística",2,1
85,1398,3043,2104,"Física I",2,1
85,1398,3043,2105,"Microprocessadores",2,1
85,1398,3043,2106,"Sistemas Elétricos de Energia I",2,1
85,1398,3043,2201,"Análise Matemática IV",2,2
85,1398,3043,2203,"Instalações Elétricas I",2,2
85,1398,3043,2204,"Ondas",2,2
85,1398,3043,2205,"Sistemas Elétricos de Energia II",2,2
85,1398,3043,3102,"Instalações Elétricas II",3,1
85,1398,3043,3103,"Instrumentação e Medidas",3,1
85,1398,3043,3105,"Telecomunicações",3,1
85,1398,3043,3106,"Teoria dos Sistemas",3,1
85,1398,3043,3201,"Análise Numérica",3,2
85,1398,3043,3202,"Automação Industrial",3,2
85,1398,3043,3203,"Instrumentação Eletrónica",3,2
85,1398,3043,3205,"Redes de Computadores",3,2
85,1398,3043,3206,"Sistemas de Telecomunicações",3,2
88,1398,3043,1101,"Análise Matemática I",1,1
88,1398,3043,1102,"Desenho Técnico",1,1
88,1398,3043,1104,"Introdução à Informática",1,1
88,1398,3043,1105,"Sociologia",1,1
88,1398,3043,1106,"Tecnologia da Eletricidade",1,1
88,1398,3043,1202,"Análise Matemática II",1,2
88,1398,3043,1203,"Circuitos e Sinais",1,2
88,1398,3043,1204,"Eletrónica I",1,2
88,1398,3043,1205,"Eletrotecnia II",1,2
88,1398,3043,2101,"Análise Matemática III",2,1
88,1398,3043,2102,"Economia",2,1
88,1398,3043,2103,"Eletrónica II",2,1
88,1398,3043,2104,"Eletrotecnia III",2,1
88,1398,3043,2105,"Estatística",2,1
88,1398,3043,2106,"Sistemas Digitais",2,1
88,1398,3043,2202,"Instrumentação e Medidas",2,2
88,1398,3043,2203,"Investigação Operacional",2,2
88,1398,3043,2204,"Máquinas Elétricas I",2,2
88,1398,3043,2205,"Redes de Computadores",2,2
88,1398,3043,3101,"Algoritmos e Estruturas de Dados",3,1
88,1398,3043,3102,"Física I",3,1
88,1398,3043,3103,"Instalações Elétricas II",3,1
88,1398,3043,3104,"Microprocessadores",3,1
88,1398,3043,3105,"Telecomunicações",3,1
88,1398,3043,3106,"Teoria dos Sistemas",3,1
88,1398,3043,3202,"Automação Industrial",3,2
88,1398,3043,3203,"Instrumentação Eletrónica",3,2
88,1398,3043,3204,"Linguagens de Programação",3,2
88,1398,3043,3205,"Máquinas Elétricas II",3,2
84,1245,3043,1101,"Álgebra Linear e Geometria Analítica",1,1
84,1245,3043,1102,"Análise Matemática I",1,1
84,1245,3043,1103,"Física",1,1
84,1245,3043,1104,"Geologia",1,1
84,1245,3043,1106,"Química",1,1
84,1245,3043,1202,"Computadores e Programação",1,2
84,1245,3043,1203,"Desenho Técnico",1,2
84,1245,3043,1205,"Mecânica Aplicada I",1,2
84,1245,3043,2101,"Análise Matemática III",2,1
84,1245,3043,2102,"Estatística",2,1
84,1245,3043,2103,"Materiais de Construção II",2,1
84,1245,3043,2104,"Mecânica Aplicada II",2,1
84,1245,3043,2106,"Resistência de Materiais I",2,1
84,1245,3043,2201,"Análise Matemática IV",2,2
84,1245,3043,2202,"Análise Numérica",2,2
84,1245,3043,2204,"Investigação Operacional",2,2
84,1245,3043,2205,"Mecânica dos Solos II",2,2
84,1245,3043,2206,"Resistência de Materiais II",2,2
84,1245,3043,3102,"Betão Armado I",3,1
84,1245,3043,3103,"Estruturas I",3,1
84,1245,3043,3104,"Física das Construções",3,1
84,1245,3043,3105,"Hidráulica Geral II",3,1
84,1245,3043,3106,"Organização e Gestão",3,1
84,1245,3043,3201,"Betão Armado II",3,2
84,1245,3043,3204,"Estruturas II",3,2
84,1245,3043,3205,"Hidráulica Aplicada I",3,2
81,1245,3043,1101,"Geotecnia",1,1
81,1245,3043,1102,"Hidráulica Aplicada II",1,1
81,1245,3043,1104,"Método dos Elementos Finitos",1,1
81,1245,3043,1106,"Vias de Comunicação II",1,1
81,1245,3043,1201,"Economia",1,2
81,1245,3043,1203,"Instalações de Tratamento",1,2
81,1245,3043,1204,"Manutenção e Reabilitação de Edifícios",1,2
81,1245,3043,1205,"Pavimentos Rodoviários",1,2
81,1245,3043,1206,"Planeamento Regional",1,2
81,1245,3043,2001,"Projeto Integrado",2,0
81,1245,3043,2101,"Betão Pré-Esforçado",2,1
81,1245,3043,2102,"Estruturas Especiais",2,1
81,1245,3043,2103,"Estruturas Metálicas e Mistas",2,1
81,1245,3043,2202,"Estaleiros",2,2
81,1245,3043,2203,"Segurança na Construção",2,2
81,1245,3043,2204,"Urbanismo",2,2
83,1245,3043,1101,"Análise Matemática I",1,1
83,1245,3043,1102,"Desenho Técnico",1,1
83,1245,3043,1103,"Introdução à Informática",1,1
83,1245,3043,1105,"Sociologia",1,1
83,1245,3043,1106,"Topografia",1,1
83,1245,3043,1204,"Materiais de Construção Civil",1,2
83,1245,3043,1205,"Mecânica de Fluídos",1,2
83,1245,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
83,1245,3043,2101,"Análise Matemática III",2,1
83,1245,3043,2102,"Estatística",2,1
83,1245,3043,2105,"Mecânica dos Solos I",2,1
83,1245,3043,2106,"Resistência de Materiais I",2,1
83,1245,3043,2201,"Análise Matemática IV",2,2
83,1245,3043,2202,"Análise Numérica",2,2
83,1245,3043,2203,"Investigação Operacional",2,2
83,1245,3043,2204,"Mecânica dos Solos II",2,2
83,1245,3043,2205,"Química",2,2
83,1245,3043,2206,"Resistência de Materiais II",2,2
83,1245,3043,3101,"Arquitetura",3,1
83,1245,3043,3103,"Estruturas I",3,1
83,1245,3043,3104,"Física das Construções",3,1
83,1245,3043,3105,"Hidráulica Geral II",3,1
83,1245,3043,3106,"Organização e Gestão",3,1
83,1245,3043,3201,"Betão Armado II",3,2
83,1245,3043,3202,"Construções Civis",3,2
83,1245,3043,3203,"Engenharia Civil e Ambiente",3,2
83,1245,3043,3204,"Estruturas II",3,2
83,1245,3043,3205,"Hidráulica Aplicada I",3,2
83,1245,3043,3206,"Projeto (Facultativo)",3,2
83,1245,3043,3207,"Vias de Comunicação I",3,2
82,1245,3043,1101,"Análise Matemática I",1,1
82,1245,3043,1102,"Desenho Técnico",1,1
82,1245,3043,1104,"Mecânica Aplicada",1,1
82,1245,3043,1105,"Sociologia",1,1
82,1245,3043,1106,"Topografia",1,1
82,1245,3043,1201,"Álgebra Linear",1,2
82,1245,3043,1202,"Análise Matemática II",1,2
104,1572,3043,1101,"Aplicações e Serviços Informáticos",1,1
104,1572,3043,1102,"Gestão da Produção",1,1
104,1572,3043,1103,"Gestão de Sistemas e Redes",1,1
104,1572,3043,1105,"Organização e Gestão",1,1
104,1572,3043,1106,"Psicossociologia das Organizações I",1,1
104,1572,3043,1202,"Análise Numérica",1,2
104,1572,3043,1204,"Gestão das Operações",1,2
104,1572,3043,1205,"Novos Serviços de Telecomunicações",1,2
104,1572,3043,2101,"Aplicações Multimédia",2,1
104,1572,3043,2102,"Complementos de Gestão Financeira",2,1
104,1572,3043,2103,"Gestão de Recursos Humanos I",2,1
104,1572,3043,2104,"Gestão de Sistemas de Informação",2,1
104,1572,3043,2105,"Inteligência Artificial",2,1
104,1572,3043,2106,"Simulação",2,1
104,1572,3043,2201,"Complementos de Aplicações Multimédia",2,2
104,1572,3043,2203,"Gestão de Recursos Humanos II",2,2
104,1572,3043,2204,"Projeto de Fim de Curso",2,2
80,1121,3043,1101,"Análise Financeira",1,1
80,1121,3043,1102,"Auditoria II",1,1
80,1121,3043,1103,"Contabilidade Financeira Avançada",1,1
80,1121,3043,1105,"Instrumentos Financeiros",1,1
80,1121,3043,1106,"Marketing",1,1
80,1121,3043,1202,"Desenvolvimento Regional",1,2
80,1121,3043,1204,"Gestão Estratégica",1,2
80,1121,3043,1205,"Gestão Orçamental",1,2
80,1121,3043,1206,"Projeto",1,2
108,1916,3044,1102,"Contabilidade Geral I",1,1
108,1916,3044,1103,"Introdução à Informática",1,1
108,1916,3044,1104,"Microeconomia",1,1
108,1916,3044,1105,"Noções Fundamentais de Direito",1,1
108,1916,3044,1106,"Sociologia",1,1
108,1916,3044,1202,"Análise Matemática II",1,2
108,1916,3044,1203,"Contabilidade Geral II",1,2
108,1916,3044,1204,"Direito Comercial",1,2
108,1916,3044,1206,"Sistemas de Informação e Bases de Dados",1,2
108,1916,3044,2101,"Análise Matemática III",2,1
108,1916,3044,2102,"Contabilidade Analítica I",2,1
108,1916,3044,2104,"Direito Fiscal",2,1
108,1916,3044,2201,"Cálculo Financeiro",2,2
108,1916,3044,2202,"Contabilidade Analítica II",2,2
108,1916,3044,2203,"Contabilidade Geral IV",2,2
108,1916,3044,2204,"Contabilidade Nacional",2,2
108,1916,3044,2205,"Fiscalidade",2,2
108,1916,3044,3101,"Contabilidade de Gestão I",3,1
108,1916,3044,3102,"Direito do Trabalho",3,1
108,1916,3044,3103,"Economia de Empresa",3,1
108,1916,3044,3104,"Gestão Financeira I",3,1
108,1916,3044,3105,"Métodos Quantitativos",3,1
108,1916,3044,3201,"Análise de Investimentos",3,2
108,1916,3044,3203,"Contabilidade de Gestão II",3,2
108,1916,3044,3204,"Contabilidade Instituições Financeiras",3,2
108,1916,3044,3205,"Contabilidade Pública",3,2
108,1916,3044,3206,"Gestão Financeira II",3,2
86,1398,3043,1101,"Bases de Dados",1,1
86,1398,3043,1102,"Eletrónica de Potência",1,1
86,1398,3043,1103,"Gestão de Energia",1,1
86,1398,3043,1105,"Sensores e Actuadores",1,1
86,1398,3043,1201,"Controlo Digital",1,2
86,1398,3043,1204,"(Opção I) Distribuição de Energia",1,2
86,1398,3043,1205,"(Opção I) Sistemas Distribuídos e Redes Industriais",1,2
86,1398,3043,1206,"Produção e Transporte de Energia I",1,2
86,1398,3043,1207,"Tecnologia da Eletricidade",1,2
86,1398,3043,2101,"Controlo de Movimento",2,1
86,1398,3043,2103,"(Opção II) Sistemas de Telecontrolo",2,1
86,1398,3043,2104,"Organização e Gestão",2,1
86,1398,3043,2105,"Tecnologia de Sistemas de Automação Industrial",2,1
86,1398,3043,2202,"(Opção III) Técnicas de Iluminação",2,2
86,1398,3043,2203,"(Opção IV) Processamento Digital de Imagem",2,2
86,1398,3043,2204,"(Opção IV) Redes de Energia Elétrica",2,2
86,1398,3043,2205,"Planeamento e Gestão da Produção",2,2
73,707,3042,4001,"(Opção VI) Língua Estrangeira (Francês)",4,0
73,707,3042,4002,"(Opção VI) Língua Estrangeira (Inglês)",4,0
73,707,3042,4004,"Seminário Interdisciplinar de Expressões",4,0
73,707,3042,4005,"Seminário Interdisciplinar de Língua Materna, Ed. Mat. e Est. do Meio",4,0
73,707,3042,4101,"Geografia Humana",4,1
73,707,3042,4201,"Cultura Portuguesa",4,2
109,1916,3044,1101,"Análise Matemática I",1,1
109,1916,3044,1103,"Introdução à Informática",1,1
109,1916,3044,1104,"Microeconomia",1,1
109,1916,3044,1106,"Sociologia",1,1
109,1916,3044,1201,"Análise Matemática II",1,2
109,1916,3044,1202,"Contabilidade Geral II",1,2
109,1916,3044,1203,"Sistemas de Informação e Bases de Dados",1,2
109,1916,3044,2101,"Contabilidade Analítica I",2,1
109,1916,3044,2103,"Economia de Empresa",2,1
109,1916,3044,2105,"História Económica e Social",2,1
109,1916,3044,2106,"Teoria da Contabilidade",2,1
109,1916,3044,2201,"Contabilidade Analítica II",2,2
109,1916,3044,2202,"Contabilidade Geral III",2,2
109,1916,3044,2203,"Contabilidade Instituições Financeiras",2,2
109,1916,3044,2204,"Contabilidade Pública",2,2
109,1916,3044,2206,"Sociologia das Organizações e do Trabalho",2,2
109,1916,3044,3101,"Contabilidade de Gestão I",3,1
109,1916,3044,3102,"Contabilidade Nacional",3,1
109,1916,3044,3103,"Direito Fiscal",3,1
109,1916,3044,3105,"Matemática Financeira",3,1
109,1916,3044,3106,"Métodos Quantitativos",3,1
109,1916,3044,3204,"Fiscalidade das Empresas",3,2
109,1916,3044,3205,"Gestão Financeira II",3,2
109,1916,3044,3206,"Relato Financeiro",3,2
113,1959,3044,1102,"Contabilidade Geral I",1,1
113,1959,3044,1103,"Introdução à Informática",1,1
113,1959,3044,1104,"Microeconomia",1,1
113,1959,3044,1105,"Noções Fundamentais de Direito",1,1
113,1959,3044,1106,"Sociologia",1,1
113,1959,3044,1202,"Linguagens de Programação I",1,2
113,1959,3044,2102,"Análise Matemática III",2,1
113,1959,3044,2103,"Contabilidade Analítica I",2,1
113,1959,3044,2104,"Estatística",2,1
113,1959,3044,2105,"Sistemas de Informação",2,1
113,1959,3044,2106,"Técnicas de Programação",2,1
113,1959,3044,2202,"Complementos de Sistemas Operativos",2,2
113,1959,3044,2203,"Contabilidade Analítica II",2,2
113,1959,3044,2204,"Investigação Operacional",2,2
113,1959,3044,2205,"Matemática Discreta",2,2
113,1959,3044,3101,"Bases de Dados",3,1
113,1959,3044,3102,"Complementos de Análise de Sistemas",3,1
113,1959,3044,3103,"Gestão Financeira",3,1
113,1959,3044,3106,"Programação Orientada por Objetos",3,1
113,1959,3044,3202,"Complementos de Estatística",3,2
113,1959,3044,3203,"Desenvolvimento de Aplicações de Informática",3,2
113,1959,3044,3204,"Estratégias Empresariais Tecnológicas",3,2
113,1959,3044,3205,"Fiscalidade das Empresas",3,2
113,1959,3044,3206,"Redes de Computadores",3,2
45,118,3044,1101,"Análise Matemática I",1,1
45,118,3044,1103,"Introdução à Informática",1,1
45,118,3044,1104,"Microeconomia",1,1
45,118,3044,1105,"Noções Fundamentais de Direito",1,1
45,118,3044,1106,"Sociologia",1,1
45,118,3044,1202,"Contabilidade Geral II",1,2
45,118,3044,1203,"Sistemas de Informação e Bases de Dados",1,2
45,118,3044,2101,"Análise Matemática III",2,1
45,118,3044,2102,"Cálculo Financeiro",2,1
45,118,3044,2105,"Contabilidade Nacional",2,1
45,118,3044,2106,"Direito Fiscal",2,1
45,118,3044,2107,"Estatística",2,1
45,118,3044,2201,"Álgebra Linear",2,2
45,118,3044,2203,"Contabilidade Geral IV",2,2
45,118,3044,2204,"Direito Comercial",2,2
45,118,3044,2205,"Fiscalidade",2,2
45,118,3044,2206,"Investigação Operacional",2,2
45,118,3044,2207,"Macroeconomia",2,2
45,118,3044,3101,"Auditoria",3,1
45,118,3044,3102,"Contabilidade Analítica III",3,1
