"N_PLANO","COD_CURSO","COD_ESCOLA","N_DISCIPLINA","DISCIPLINA","ANO","SEMESTRE"
28,670,3042,2102,"Cultura Francesa",2,1
28,670,3042,2103,"Cultura Portuguesa",2,1
28,670,3042,2105,"Literatura Infantil",2,1
28,670,3042,2201,"Intervenção e Cooperação na Prática Pedagógica",2,2
28,670,3042,2202,"Introdução à Educação Especial",2,2
28,670,3042,2204,"Metodologia do Ensino do Meio Físico e Social",2,2
28,670,3042,2205,"Metodologia do Ensino do Português I",2,2
28,670,3042,3002,"Teoria do Texto",3,0
28,670,3042,3201,"Literatura Francesa",3,2
28,670,3042,3202,"Literatura Juvenil",3,2
28,670,3042,3203,"Literatura Portuguesa",3,2
28,670,3042,3204,"(Opção I) Grego",3,2
28,670,3042,3205,"(Opção I) História da Música",3,2
28,670,3042,3207,"(Opção I) História do Teatro",3,2
28,670,3042,3208,"(Opção I) Informática",3,2
28,670,3042,3209,"(Opção I) Latim",3,2
28,670,3042,3211,"Organização e Gestão Escolar",3,2
28,670,3042,3212,"(Opção I) Novas Tecnologias ao Serviço das Línguas",3,2
28,670,3042,4001,"Francês IV",4,0
28,670,3042,4002,"Metodologia do Ensino do Francês",4,0
28,670,3042,4003,"Metodologia do Ensino do Português II",4,0
28,670,3042,4101,"Literatura e Cultura da Expressão Francófona",4,1
28,670,3042,4102,"Literatura e Cultura da Expressão Portuguesa",4,1
28,670,3042,4103,"Teoria da Literatura",4,1
28,670,3042,4201,"Prática Pedagógica II",4,2
28,670,3042,9101,"Educação Moral e Religiosa Católica I",9,1
38,490,3043,1101,"Análise Matemática I",1,1
38,490,3043,1102,"Contabilidade Geral I",1,1
38,490,3043,1103,"Introdução à Informática",1,1
38,490,3043,1104,"Microeconomia",1,1
38,490,3043,1105,"Noções Fundamentais de Direito",1,1
38,490,3043,1106,"Sociologia",1,1
38,490,3043,1202,"Análise Matemática II",1,2
38,490,3043,1204,"Linguagens de Programação I",1,2
38,490,3043,1205,"Macroeconomia",1,2
38,490,3043,2101,"Análise Matemática III",2,1
38,490,3043,2102,"Contabilidade Analítica I",2,1
38,490,3043,2103,"Contabilidade Pública",2,1
38,490,3043,2104,"Estatística",2,1
38,490,3043,2105,"Linguagens de Programação II",2,1
38,490,3043,2106,"Sistemas de Informação",2,1
38,490,3043,2203,"Contabilidade Analítica II",2,2
38,490,3043,2204,"Direito Empresarial",2,2
38,490,3043,2205,"Investigação Operacional",2,2
38,490,3043,2206,"Teoria das Organizações",2,2
38,490,3043,3101,"Análise de Sistemas",3,1
38,490,3043,3102,"Gestão Financeira",3,1
38,490,3043,3103,"Marketing",3,1
38,490,3043,3104,"Organização e Gestão",3,1
38,490,3043,3201,"Análise de Investimentos",3,2
38,490,3043,3202,"Aplicações Multimédia",3,2
38,490,3043,3204,"Novos Serviços de Telecomunicações",3,2
38,490,3043,3205,"Paradigmas da Programação",3,2
56,247,3043,1101,"Análise Matemática I",1,1
56,247,3043,1103,"Eletrotecnia I",1,1
56,247,3043,1105,"Sociologia",1,1
56,247,3043,1106,"Tecnologia da Eletricidade",1,1
56,247,3043,1201,"Álgebra Linear",1,2
56,247,3043,1202,"Análise Matemática II",1,2
56,247,3043,1203,"Circuitos e Sinais",1,2
56,247,3043,1204,"Eletrónica I",1,2
56,247,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
56,247,3043,2101,"Análise Matemática III",2,1
56,247,3043,2104,"Eletrotecnia III",2,1
56,247,3043,2105,"Estatística",2,1
56,247,3043,2106,"Sistemas Digitais",2,1
56,247,3043,2201,"Eletrónica III",2,2
56,247,3043,2202,"Instrumentação e Medidas",2,2
56,247,3043,2203,"Investigação Operacional",2,2
56,247,3043,2204,"Máquinas Elétricas I",2,2
56,247,3043,2205,"Redes de Computadores",2,2
56,247,3043,3103,"Máquinas Elétricas II",3,1
56,247,3043,3104,"Organização e Gestão",3,1
56,247,3043,3105,"Seminário",3,1
56,247,3043,3106,"Sistemas Elétricos de Energia II",3,1
56,247,3043,3201,"Automação",3,2
56,247,3043,3202,"Controle Industrial",3,2
56,247,3043,3203,"Distribuição de Energia",3,2
56,247,3043,3204,"Instalações Elétricas II",3,2
56,247,3043,3206,"Sistemas de Telecomunicações",3,2
18,118,3043,1002,"Economia",1,0
18,118,3043,1003,"Matemática I",1,0
18,118,3043,1004,"Noções Fundamentais de Direito",1,0
18,118,3043,1101,"Contabilidade Pública",1,1
18,118,3043,1201,"Informática",1,2
18,118,3043,1202,"Organização de Empresas",1,2
18,118,3043,2001,"Contabilidade Analítica I",2,0
18,118,3043,2002,"Contabilidade Geral II",2,0
18,118,3043,2003,"Direito Comercial",2,0
18,118,3043,2004,"Economia II",2,0
18,118,3043,2005,"Matemática II",2,0
18,118,3043,2101,"Instituições de Crédito e sua Contabilidade",2,1
18,118,3043,3001,"Contabilidade Analítica II",3,0
18,118,3043,3002,"Contabilidade e Análise Financeira",3,0
18,118,3043,3003,"Direito Fiscal",3,0
18,118,3043,3004,"Estatística",3,0
18,118,3043,3005,"Matemática Financeira",3,0
18,118,3043,3101,"Sociologia do Trabalho",3,1
18,118,3043,3201,"Contabilidade Nacional",3,2
41,658,3042,1002,"(Opção I) Língua Estrangeira (Francês)",1,0
41,658,3042,1003,"(Opção I) Língua Estrangeira (Inglês)",1,0
41,658,3042,1004,"Prática dos Desportos I",1,0
41,658,3042,1005,"Psicologia da Educação",1,0
41,658,3042,1102,"Introdução às Ciências Sociais",1,1
41,658,3042,1201,"Desenvolvimento Motor",1,2
41,658,3042,1202,"Expressão Artística I",1,2
41,658,3042,1204,"Introdução à Educação Especial",1,2
41,658,3042,2001,"Ciências da Natureza",2,0
41,658,3042,2002,"Desenvolvimento Curricular e Métodos e Técnicas de Ensino",2,0
41,658,3042,2003,"Língua Portuguesa",2,0
41,658,3042,2004,"Matemática",2,0
41,658,3042,2005,"Prática dos Desportos II",2,0
41,658,3042,2101,"Fisiologia do Exercício",2,1
41,658,3042,2102,"Introdução às Técnicas de Investigação Pedagógica",2,1
41,658,3042,2201,"Análise da Prática Pedagógica e Técnicas de Observação",2,2
41,658,3042,3101,"Expressão Artística II",3,1
41,658,3042,3102,"Intervenção e Cooperação na Prática Pedagógica",3,1
41,658,3042,3103,"Metodologia do Ensino da Matemática",3,1
41,658,3042,3106,"Organização e Gestão Escolar",3,2
41,658,3042,3107,"Literatura Infantil",3,1
41,658,3042,3201,"Prática Pedagógica I",3,2
41,658,3042,4001,"Pedagogia e Didáctica do Desporto",4,1
41,658,3042,4101,"Aprendizagem Motora",4,1
41,658,3042,4102,"Biomecânica",4,1
41,658,3042,4103,"Higiene, Traumatologia e Primeiros Socorros",4,1
41,658,3042,4104,"Prática dos Desportos IV",4,1
41,658,3042,4201,"Prática Pedagógica II",4,2
53,978,3042,1001,"Ativação do Desenvolvimento da Língua Materna",1,0
53,978,3042,1002,"Desenvolvimento Pessoal e Social",1,0
53,978,3042,1003,"Estudo do Meio",1,0
53,978,3042,1004,"Investigação Educacional",1,0
53,978,3042,1005,"Necessidades Educativas Especiais",1,0
53,978,3042,1101,"Modelos Curriculares da Educação Pré-Escolar",1,1
53,978,3042,1102,"Tecnologia Educativa",1,1
53,978,3042,1201,"Educação Matemática",1,2
53,978,3042,1202,"Informática no Jardim de Infância",1,2
53,978,3042,2001,"Desenvolvimento do Projeto Individual de Investigação",2,0
53,978,3042,2102,"Desenvolvimento da Expressão Musical",2,1
53,978,3042,2103,"Organização e Gestão do Centro Educativo",2,1
53,978,3042,2201,"Desenvolvimento da Expressão Dramática",2,2
52,979,3042,1001,"Administração Escolar Infantil, Básica e Secundária",1,0
52,979,3042,1002,"Informática Aplicada à Administração",1,0
52,979,3042,1003,"Introdução aos Estudos da Administração e Gestão",1,0
52,979,3042,1005,"Teoria do Currículo",1,0
52,979,3042,1101,"Supervisão Educacional",1,1
52,979,3042,1201,"Metodologia do Projeto Educativo",1,2
52,979,3042,2001,"Análise Social da Educação e da Escola",2,0
52,979,3042,2002,"Desenvolvimento do Projeto Individual de Investigação",2,0
52,979,3042,2003,"Métodos e Técnicas de Gestão Administrativa e Financeira",2,0
52,979,3042,2004,"Métodos e Técnicas em Administração Escolar",2,0
54,980,3042,1001,"Investigação Educacional",1,0
54,980,3042,1002,"Língua Francesa I",1,0
54,980,3042,1003,"Linguística Francesa",1,0
54,980,3042,1004,"Tecnologia Educativa",1,0
54,980,3042,1101,"Cultura Francesa",1,1
54,980,3042,1202,"Sociologia da Educação",1,2
54,980,3042,2001,"Língua Francesa II",2,0
54,980,3042,2002,"Metodologia e Prática do Ensino Lúdico do Francês",2,0
37,490,3043,1101,"Análise Matemática I",1,1
37,490,3043,1102,"Contabilidade Geral I",1,1
37,490,3043,1103,"Introdução à Informática",1,1
37,490,3043,1104,"Microeconomia",1,1
37,490,3043,1105,"Noções Fundamentais de Direito",1,1
37,490,3043,1201,"Análise Matemática II",1,2
37,490,3043,2101,"Análise Matemática III",2,1
37,490,3043,2103,"Direito Empresarial",2,1
37,490,3043,2104,"Estatística",2,1
37,490,3043,2105,"Linguagens de Programação II",2,1
37,490,3043,2106,"Contabilidade Pública",2,1
37,490,3043,2201,"Aplicações de Informática",2,2
37,490,3043,2204,"Investigação Operacional",2,2
37,490,3043,3101,"Análise de Sistemas",3,1
37,490,3043,3102,"Gestão Financeira",3,1
37,490,3043,3103,"Organização e Gestão",3,1
37,490,3043,3104,"Redes de Comunicação",3,1
37,490,3043,3105,"Seminário",3,1
37,490,3043,3201,"Análise de Investimentos",3,2
37,490,3043,3202,"Aplicações Multimédia",3,2
37,490,3043,3203,"Gestão da Produção",3,2
37,490,3043,3204,"Novos Serviços de Telecomunicações",3,2
37,490,3043,3205,"Projeto",3,2
36,490,3043,1101,"Análise Matemática I",1,1
36,490,3043,1102,"Contabilidade Geral I",1,1
36,490,3043,1104,"Microeconomia",1,1
36,490,3043,1105,"Noções Fundamentais de Direito",1,1
36,490,3043,1106,"Sociologia",1,1
36,490,3043,1201,"Análise Matemática II",1,2
36,490,3043,1203,"Macroeconomia",1,2
36,490,3043,2101,"Análise Matemática III",2,1
36,490,3043,2103,"Direito Empresarial",2,1
36,490,3043,2104,"Estatística",2,1
36,490,3043,2105,"Linguagens de Programação II",2,1
36,490,3043,2201,"Aplicações de Informática",2,2
36,490,3043,2202,"Bases de Dados",2,2
36,490,3043,2204,"Sistemas Operativos",2,2
82,1245,3043,1203,"Desenho de Construção Civil",1,2
82,1245,3043,1204,"Materiais de Construção Civil",1,2
82,1245,3043,1205,"Mecânica de Fluídos",1,2
82,1245,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
82,1245,3043,2101,"Análise Matemática III",2,1
82,1245,3043,2102,"Economia",2,1
82,1245,3043,2103,"Estatística",2,1
82,1245,3043,2105,"Mecânica dos Solos e das Rochas I",2,1
82,1245,3043,2106,"Resistência de Materiais I",2,1
82,1245,3043,2201,"Construção Civil I",2,2
82,1245,3043,2202,"Hidráulica II",2,2
82,1245,3043,2203,"Investigação Operacional",2,2
82,1245,3043,2204,"Mecânica dos Solos e das Rochas II",2,2
82,1245,3043,2205,"Resistência de Materiais II",2,2
82,1245,3043,3102,"Betão Armado I",3,1
82,1245,3043,3103,"Estruturas I",3,1
82,1245,3043,3104,"Física",3,1
82,1245,3043,3106,"Química",3,1
82,1245,3043,3201,"Análise Matemática IV",3,2
82,1245,3043,3202,"Análise Numérica",3,2
82,1245,3043,3203,"Betão Armado II",3,2
82,1245,3043,3205,"Engenharia Civil e Ambiente",3,2
82,1245,3043,3206,"Estruturas II",3,2
82,1245,3043,3207,"Projeto (Facultativo)",3,2
91,1452,3043,1101,"Álgebra Linear e Geometria Analítica",1,1
91,1452,3043,1103,"Análise Matemática I",1,1
91,1452,3043,1104,"Eletrotecnia",1,1
91,1452,3043,1105,"Física I",1,1
91,1452,3043,1106,"Introdução aos Sistemas Informáticos",1,1
91,1452,3043,1202,"Economia",1,2
91,1452,3043,1203,"Física II",1,2
91,1452,3043,1205,"Matemática Discreta",1,2
91,1452,3043,2101,"Análise Matemática III",2,1
91,1452,3043,2102,"Arquiteturas I",2,1
91,1452,3043,2103,"Eletrónica",2,1
91,1452,3043,2104,"Sistemas de Informação",2,1
91,1452,3043,2105,"Sistemas Digitais II",2,1
91,1452,3043,2201,"Análise de Sistemas",2,2
91,1452,3043,2202,"Análise Matemática IV",2,2
91,1452,3043,2203,"Arquiteturas II",2,2
91,1452,3043,2204,"Microprocessadores",2,2
91,1452,3043,2205,"Processamento de Linguagens",2,2
91,1452,3043,2206,"Teoria do Sinal",2,2
91,1452,3043,3101,"Bases de Dados",3,1
91,1452,3043,3102,"Estatística",3,1
91,1452,3043,3103,"Programação Orientada por Objetos",3,1
91,1452,3043,3104,"Sistemas de Aquisição de Dados",3,1
91,1452,3043,3105,"Sistemas Operativos",3,1
91,1452,3043,3201,"Análise Numérica",3,2
91,1452,3043,3203,"Desenvolvimento de Aplicações Informáticas",3,2
91,1452,3043,3204,"Investigação Operacional",3,2
91,1452,3043,3205,"Redes de Computadores",3,2
90,1452,3043,1101,"Comunicações por Computador I",1,1
90,1452,3043,1102,"Inteligência Artificial",1,1
90,1452,3043,1103,"Métodos Quantitativos",1,1
90,1452,3043,1105,"Sistemas de Computação  Paralela I",1,1
90,1452,3043,1106,"Sistemas Distribuídos I",1,1
90,1452,3043,1201,"Análise de Investimentos",1,2
90,1452,3043,1202,"Comunicações por Computador II",1,2
90,1452,3043,2101,"Aplicações Multimédia",2,1
90,1452,3043,2102,"Automação e Robótica",2,1
90,1452,3043,2103,"Computação Gráfica",2,1
90,1452,3043,2201,"Projeto Integrado",2,2
89,1452,3043,1101,"Análise Matemática I",1,1
89,1452,3043,1102,"Circuitos e Sinais",1,1
89,1452,3043,1103,"Desenho Técnico",1,1
89,1452,3043,1104,"Eletrotecnia I",1,1
89,1452,3043,1105,"Introdução à Informática",1,1
89,1452,3043,1201,"Álgebra Linear",1,2
89,1452,3043,1204,"Eletrotecnia II",1,2
89,1452,3043,1205,"Linguagens de Programação I",1,2
89,1452,3043,1206,"Sistemas Operativos",1,2
89,1452,3043,2101,"Análise Matemática III",2,1
89,1452,3043,2103,"Física I",2,1
89,1452,3043,2104,"Processamento de Linguagens",2,1
89,1452,3043,2105,"Sistemas de Informação",2,1
89,1452,3043,2106,"Técnicas de Programação",2,1
89,1452,3043,2202,"Análise Matemática IV",2,2
89,1452,3043,2203,"Arquiteturas II",2,2
89,1452,3043,2204,"Matemática Discreta",2,2
89,1452,3043,2205,"Microprocessadores",2,2
89,1452,3043,2206,"Sistemas Digitais I",2,2
89,1452,3043,3102,"Estatística",3,1
89,1452,3043,3103,"Programação Orientada por Objetos",3,1
89,1452,3043,3104,"Sistemas de Aquisição de Dados",3,1
89,1452,3043,3105,"Sistemas Digitais II",3,1
89,1452,3043,3201,"Análise Numérica",3,2
89,1452,3043,3202,"Complementos de Sistemas Operativos",3,2
89,1452,3043,3203,"Desenvolvimento de Aplicações Informáticas",3,2
89,1452,3043,3204,"Investigação Operacional",3,2
89,1452,3043,3205,"Redes de Computadores",3,2
89,1452,3043,3206,"Sistemas de Telecomunicações",3,2
96,1484,3043,1101,"Álgebra Linear e Geometria Analítica",1,1
96,1484,3043,1103,"Física I",1,1
96,1484,3043,1104,"Introdução aos Sistemas Informáticos",1,1
96,1484,3043,1106,"Química Geral I",1,1
96,1484,3043,1202,"Análise Matemática II",1,2
96,1484,3043,1203,"Física II",1,2
96,1484,3043,1204,"Laboratórios de Química II",1,2
96,1484,3043,1205,"Química Geral II",1,2
96,1484,3043,1206,"Química Orgânica",1,2
96,1484,3043,2101,"Análise Matemática III",2,1
96,1484,3043,2102,"Bioquímica",2,1
96,1484,3043,2104,"Introdução à Engenharia Química",2,1
96,1484,3043,2106,"Métodos Instrumentais de Análise I",2,1
96,1484,3043,2202,"Análise Numérica",2,2
96,1484,3043,2203,"Métodos Instrumentais de Análise II",2,2
96,1484,3043,2204,"Microbiologia",2,2
96,1484,3043,2205,"Operações de Transferência",2,2
96,1484,3043,2206,"Termodinâmica Química I",2,2
96,1484,3043,3101,"Estatística",3,1
96,1484,3043,3102,"Fenómenos de Transferência I",3,1
96,1484,3043,3103,"Laboratórios de Controlo de Qualidade I",3,1
96,1484,3043,3105,"Organização e Gestão",3,1
96,1484,3043,3201,"Complementos de Estatística",3,2
96,1484,3043,3203,"Laboratórios de Controlo de Qualidade II",3,2
96,1484,3043,3204,"Laboratórios de Engenharia Química II",3,2
96,1484,3043,3205,"Processos de Separação I",3,2
96,1484,3043,3206,"Química Física",3,2
95,1484,3043,1101,"Dinâmica de Sistemas",1,1
95,1484,3043,1102,"Estratégia dos Processos Químicos",1,1
95,1484,3043,1103,"Fenómenos de Transferência II",1,1
95,1484,3043,1104,"Gestão e Controlo da Qualidade",1,1
95,1484,3043,1105,"Laboratórios de Engenharia Química III",1,1
95,1484,3043,1202,"Engenharia das Reacções II",1,2
95,1484,3043,1203,"Instrumentação e Controlo",1,2
95,1484,3043,1204,"Laboratórios da Engenharia Química IV",1,2
95,1484,3043,2001,"Projeto de Investigação Laboratorial",2,0
95,1484,3043,2002,"Projeto Integrado",2,0
95,1484,3043,2101,"Engenharia Biotecnológica I",2,1
95,1484,3043,2102,"Engenharia do Ambiente I",2,1
95,1484,3043,2103,"Engenharia dos Materiais I",2,1
95,1484,3043,2201,"Engenharia Biotecnológica II",2,2
95,1484,3043,2202,"Engenharia do Ambiente II",2,2
71,625,3042,1001,"Filosofia da Educação Infantil",1,0
71,625,3042,1002,"Investigação em Educação",1,0
71,625,3042,1004,"(Opção I) Língua Estrangeira (Inglês)",1,0
71,625,3042,1005,"Língua Portuguesa I",1,0
71,625,3042,1006,"Matemática I",1,0
71,625,3042,1007,"Psicologia da Criança",1,0
71,625,3042,1008,"Tecnologia Educativa e Gestão da Informação",1,0
71,625,3042,2002,"Língua Portuguesa II",2,0
71,625,3042,2003,"Matemática II",2,0
71,625,3042,2005,"Prática Pedagógica I",2,0
71,625,3042,2007,"Teoria e Prática da Expressão Plástica",2,0
71,625,3042,3001,"Exploração do Meio Físico e Social",3,0
63,1873,3041,1202,"Fertilidade do Solo I",1,2
63,1873,3041,1203,"Fisiologia I",1,2
63,1873,3041,1205,"Silvicultura Geral",1,2
63,1873,3041,1206,"Biologia II",1,2
63,1873,3041,2103,"Física II",2,1
63,1873,3041,2104,"Matemática II",2,1
63,1873,3041,2105,"Melhoramento de Plantas",2,1
63,1873,3041,2107,"Pedologia II",2,1
63,1873,3041,2108,"Protecção Integrada II",2,1
63,1873,3041,2109,"Sociologia Rural",2,1
63,1873,3041,2111,"Tecnologia Alimentar IV",2,1
63,1873,3041,2112,"Zootecnia Especial",2,1
63,1873,3041,2201,"Culturas Arvenses II",2,2
63,1873,3041,2202,"Delineamento Experimental",2,2
63,1873,3041,2203,"Fertilidade do Solo II",2,2
63,1873,3041,2206,"Hidrologia e Hidráulica Agrícola",2,2
63,1873,3041,2207,"Modelos em Agricultura",2,2
63,1873,3041,2208,"Pastagens e Forragens",2,2
63,1873,3041,2209,"Plantas Ornamentais",2,2
63,1873,3041,2210,"Projeto",2,2
63,1873,3041,2211,"Sistemas de Agricultura",2,2
65,1874,3041,1102,"Climatologia",1,1
65,1874,3041,1103,"Física I",1,1
65,1874,3041,1104,"Informática e Computação",1,1
65,1874,3041,1106,"Mesologia",1,1
65,1874,3041,1201,"Fertilidade do Solo I",1,2
65,1874,3041,1202,"Fisiologia I",1,2
65,1874,3041,1203,"Morfologia Comparada",1,2
65,1874,3041,1204,"Pedologia I",1,2
65,1874,3041,1205,"Silvicultura Geral",1,2
65,1874,3041,1206,"Biologia II",1,2
65,1874,3041,2103,"Física II",2,1
65,1874,3041,2105,"Matemática II",2,1
65,1874,3041,2106,"Melhoramento Animal I",2,1
65,1874,3041,2107,"Pedologia II",2,1
65,1874,3041,2108,"Pequenos Ruminantes II",2,1
65,1874,3041,2109,"Planeamento",2,1
65,1874,3041,2110,"Produção Bovina II",2,1
65,1874,3041,2111,"Sociologia Rural",2,1
65,1874,3041,2112,"Tecnologia Alimentar II",2,1
65,1874,3041,2201,"Apicultura",2,2
65,1874,3041,2203,"Cunicultura",2,2
65,1874,3041,2204,"Delineamento Experimental",2,2
65,1874,3041,2206,"Higiene e Sanidade II",2,2
65,1874,3041,2207,"Melhoramento Animal II",2,2
65,1874,3041,2209,"Produção e Exploração Cinegética e Aquícola",2,2
65,1874,3041,2210,"Projeto",2,2
65,1874,3041,2211,"Reprodução e Lactação II",2,2
61,1872,3041,1101,"Agricultura e Sociedade",1,1
61,1872,3041,1103,"Mesologia",1,1
61,1872,3041,1104,"Química I",1,1
61,1872,3041,1201,"Bioquímica",1,2
61,1872,3041,1203,"Fisiologia I",1,2
61,1872,3041,1204,"Química II",1,2
61,1872,3041,1206,"Silvicultura Geral",1,2
61,1872,3041,2102,"Contabilidade Analítica II",2,1
61,1872,3041,2103,"Culturas Arvenses I",2,1
61,1872,3041,2104,"Ecologia Geral",2,1
61,1872,3041,2105,"Economia dos Recursos Naturais",2,1
61,1872,3041,2106,"Física II",2,1
61,1872,3041,2107,"Macroeconomia",2,1
61,1872,3041,2108,"Matemática II",2,1
61,1872,3041,2111,"Planeamento",2,1
61,1872,3041,2201,"Auditoria e Gestão da Empresa Agricola",2,2
61,1872,3041,2202,"Delineamento Experimental",2,2
61,1872,3041,2204,"Fertilidade do Solo II",2,2
61,1872,3041,2205,"Fiscalidade",2,2
61,1872,3041,2206,"Genética",2,2
61,1872,3041,2208,"Políticas Agrícolas",2,2
61,1872,3041,2209,"Projeto",2,2
61,1872,3041,2210,"Sociologia Rural II",2,2
61,1872,3041,2211,"(Opção I) Viticultura",2,2
61,1872,3041,2212,"(Opção I) Pastagens e Forragens",2,2
66,1222,3041,1102,"Agricultura Geral",1,1
66,1222,3041,1103,"Climatologia",1,1
66,1222,3041,1104,"(Opção I) Culturas Arvenses",1,1
66,1222,3041,1105,"(Opção I) Fruticultura",1,1
66,1222,3041,1107,"Mesologia",1,1
66,1222,3041,1201,"Botânica",1,2
66,1222,3041,1202,"Fertilidade do Solo I",1,2
66,1222,3041,1203,"Introdução à Economia",1,2
66,1222,3041,1204,"Pedologia I",1,2
66,1222,3041,1205,"Química Alimentar I",1,2
66,1222,3041,1207,"Biologia II",1,2
66,1222,3041,2102,"Controle de Qualidade II",2,1
66,1222,3041,2106,"Matemática II",2,1
66,1222,3041,2107,"Pedologia II",2,1
66,1222,3041,2108,"Planeamento",2,1
66,1222,3041,2109,"Projetos Industriais",2,1
66,1222,3041,2110,"Tratamento de Efluentes",2,1
66,1222,3041,2112,"(Opção I) Tecnologia Alimentar III",2,1
66,1222,3041,2114,"(Opção II) Tecnologia Alimentar IV",2,1
66,1222,3041,2115,"(Opção III) Tecnologia Alimentar III",2,1
66,1222,3041,2116,"(Opção III) Tecnologia Alimentar IV",2,1
66,1222,3041,2201,"Conservação de Alimentos e Nutrição Animal",2,2
66,1222,3041,2202,"Delineamento Experimental",2,2
66,1222,3041,2204,"Mercados e Comercialização de Produtos Agrícolas",2,2
66,1222,3041,2205,"Organização e Gestão da Empresa Agrícola",2,2
66,1222,3041,2207,"Tecnologia Enzimática",2,2
67,1432,3041,1101,"Agricultura e Sociedade",1,1
67,1432,3041,1102,"Biologia I",1,1
67,1432,3041,1103,"Climatologia",1,1
67,1432,3041,1104,"Informática e Computação",1,1
67,1432,3041,1106,"Química I",1,1
67,1432,3041,1201,"Bioquímica",1,2
67,1432,3041,1202,"Botânica",1,2
67,1432,3041,1203,"Estatística",1,2
67,1432,3041,1204,"Mesologia",1,2
67,1432,3041,1205,"Microbiologia I",1,2
67,1432,3041,1206,"Química II",1,2
68,1432,3041,1101,"Agricultura Geral",1,1
68,1432,3041,1102,"Climatologia",1,1
68,1432,3041,1105,"Mesologia",1,1
68,1432,3041,1201,"Bioquímica",1,2
68,1432,3041,1202,"Fertilidade do Solo I",1,2
68,1432,3041,1203,"Fisiologia I",1,2
68,1432,3041,1204,"Microbiologia",1,2
68,1432,3041,1205,"Pedologia I",1,2
68,1432,3041,1207,"(Opção I) Zootecnia Geral",1,2
68,1432,3041,1208,"Biologia II",1,2
68,1432,3041,2102,"Conservação da Natureza",2,2
68,1432,3041,2103,"Ecologia de Paisagem",2,1
68,1432,3041,2104,"Ecologia Geral",2,1
68,1432,3041,2106,"Física II",2,1
68,1432,3041,2107,"Matemática II",2,1
68,1432,3041,2108,"Melhoramento Florestal",2,1
68,1432,3041,2109,"Pedologia II",2,1
68,1432,3041,2110,"Planeamento",2,1
68,1432,3041,2201,"Arborização em Meio Urbano",2,2
68,1432,3041,2203,"Genética",2,2
68,1432,3041,2204,"Inventário e Modelação Florestal",2,2
68,1432,3041,2206,"Ordenamento Florestal",2,2
68,1432,3041,2207,"Organização e Gestão da Empresa Agrícola",2,2
68,1432,3041,2208,"Produção e Exploração Cinegética e Aquícola",2,2
68,1432,3041,2209,"Protecção Florestal II",2,2
68,1432,3041,2210,"Sistemas de Informação Geográfica",2,2
75,1121,3043,1101,"Análise Matemática I",1,1
75,1121,3043,1102,"Introdução à Informática",1,1
75,1121,3043,1103,"Introdução às Ciências Sociais",1,1
75,1121,3043,1104,"Microeconomia",1,1
75,1121,3043,1105,"Noções Fundamentais de Direito",1,1
75,1121,3043,1106,"Teoria da Contabilidade",1,1
75,1121,3043,1201,"Análise Matemática II",1,2
75,1121,3043,1202,"Contabilidade Geral I",1,2
75,1121,3043,1204,"Macroeconomia",1,2
75,1121,3043,1206,"Sistemas de Informação para a Gestão",1,2
75,1121,3043,2102,"Contabilidade Analítica I",2,1
75,1121,3043,2103,"Contabilidade Geral II",2,1
75,1121,3043,2104,"Direito do Trabalho",2,1
75,1121,3043,2105,"Economia de Empresa",2,1
75,1121,3043,2201,"Contabilidade Analítica II",2,2
75,1121,3043,2203,"Contabilidade Geral III",2,2
75,1121,3043,2204,"Contabilidade Pública",2,2
75,1121,3043,2205,"Direito Comercial",2,2
75,1121,3043,2206,"Investigação Operacional",2,2
75,1121,3043,3101,"Contabilidade de Gestão I",3,1
75,1121,3043,3102,"Contabilidade Nacional",3,1
75,1121,3043,3103,"Direito Fiscal",3,1
75,1121,3043,3104,"Gestão Financeira I",3,1
75,1121,3043,3106,"Métodos Quantitativos",3,1
75,1121,3043,3201,"Análise de Investimentos",3,2
75,1121,3043,3202,"Auditoria I",3,2
75,1121,3043,3203,"Contabilidade de Gestão II",3,2
75,1121,3043,3206,"Relato Financeiro",3,2
79,1121,3043,1101,"Análise Matemática I",1,1
79,1121,3043,1102,"Contabilidade Geral I",1,1
79,1121,3043,1103,"Introdução à Informática",1,1
79,1121,3043,1105,"Noções Fundamentais de Direito",1,1
79,1121,3043,1106,"Sociologia",1,1
79,1121,3043,1201,"Álgebra Linear",1,2
79,1121,3043,1203,"Contabilidade Geral II",1,2
79,1121,3043,1205,"Macroeconomia",1,2
79,1121,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
79,1121,3043,2101,"Contabilidade Analítica I",2,1
79,1121,3043,2102,"Direito do Trabalho",2,1
79,1121,3043,2103,"Economia de Empresa",2,1
79,1121,3043,2104,"Estatística",2,1
79,1121,3043,2105,"História Económica e Social",2,1
79,1121,3043,2106,"Teoria da Contabilidade",2,1
79,1121,3043,2202,"Contabilidade Geral III",2,2
79,1121,3043,2203,"Contabilidade das Instituições Financeiras",2,2
79,1121,3043,2204,"Contabilidade Pública",2,2
79,1121,3043,2205,"Investigação Operacional",2,2
79,1121,3043,3101,"Contabilidade de Gestão I",3,1
79,1121,3043,3102,"Contabilidade Nacional",3,1
79,1121,3043,3103,"Direito Fiscal",3,1
79,1121,3043,3104,"Gestão Financeira I",3,1
